date,close,open,high,low,volume
07/10/2016,45.05,46.15,46.3,44.7,2656510
06/10/2016,46.1,46.8,46.95,46.1,808750
05/10/2016,46.8,47,47,46.65,482560
04/10/2016,46.8,46.9,47.35,46,1945280
03/10/2016,46.65,46.7,47.2,46.3,1063670
30/09/2016,46.65,47.4,47.4,46.65,1725770
29/09/2016,47.35,47.6,48,47.1,1885090
28/09/2016,47.9,47.65,48.5,47.6,1675680
27/09/2016,47.8,47.75,47.8,47.3,2011410
26/09/2016,47.8,47.6,48.2,47.6,1938720
23/09/2016,47.4,46.8,47.6,46.8,2331180
22/09/2016,46.6,45.5,47.4,45.5,2821740
21/09/2016,45.5,45.7,45.9,45.4,872200
20/09/2016,45.65,45.5,45.9,45.2,1374570
19/09/2016,45.3,45.4,45.5,44.8,944500
16/09/2016,45,44.5,45,44.4,855440
15/09/2016,44.8,45.5,45.5,44.5,1111400
14/09/2016,45.5,45.15,45.95,45,1283090
13/09/2016,45.2,45,45.35,44.5,1151590
12/09/2016,45,45.5,45.6,44.9,1220220
09/09/2016,45.7,46,46.5,45.5,1833910
08/09/2016,45.6,44.4,46.2,44.2,3243480
07/09/2016,44.1,44.1,44.1,43.5,1332450
06/09/2016,44.2,44.4,44.8,44.2,1385380
05/09/2016,44.5,44.5,44.8,44.1,964870
01/09/2016,44.5,44.3,45,44,2145860
31/08/2016,43.9,42.9,44.4,42.7,3190540
30/08/2016,42.6,42.5,42.9,42.5,529860
29/08/2016,42.6,43.2,43.5,42.6,996310
26/08/2016,43,42.4,43.4,42.4,2217420
25/08/2016,42.4,42.1,42.5,41.9,601280
24/08/2016,42,41.8,42.4,41.8,749230
23/08/2016,41.7,41.8,41.9,41.4,443570
22/08/2016,41.5,42,42.1,41.5,944470
19/08/2016,42.4,43.3,43.3,42.4,662470
18/08/2016,43.1,43.2,44,43,1044090
17/08/2016,43.2,42.7,43.5,42.5,1354570
16/08/2016,42.7,42,43,41.6,1933670
15/08/2016,41.6,41.6,41.7,41.5,281220
12/08/2016,41.6,42,42.4,41.5,527660
11/08/2016,41.8,41.3,41.8,41.2,585310
10/08/2016,41.1,40.7,41.1,40.7,236760
09/08/2016,40.9,40.8,40.9,40.6,271030
08/08/2016,40.6,40.7,41,40.6,274690
05/08/2016,40.5,40.4,40.7,40.2,461730
04/08/2016,40.4,40.5,40.8,40.4,340270
03/08/2016,40.5,40.6,40.8,40.4,467420
02/08/2016,40.6,41.1,41.1,40.5,806630
01/08/2016,41.1,41,41.3,40.8,419730
29/07/2016,41,41.3,41.4,41,241530
28/07/2016,41.3,41.3,41.7,41.2,512680
27/07/2016,41.3,41.3,41.7,41.2,554520
26/07/2016,40.9,41.1,41.2,40.8,469520
25/07/2016,41.1,41.3,41.4,41.1,375880
22/07/2016,41.3,41.5,41.5,40.9,958530
21/07/2016,41.6,41.7,42,41.5,448120
20/07/2016,41.6,41.9,42.1,41.6,575060
19/07/2016,41.9,42.7,42.7,41.7,1148610
18/07/2016,42.6,42.5,42.7,42.2,578400
15/07/2016,42.6,42.9,43.2,42.6,730200
14/07/2016,43,43,43.9,42.9,1880280
13/07/2016,42.9,42.6,43.3,42.6,751090
12/07/2016,42.6,42.6,43,42,744580
11/07/2016,42.6,43.7,44,42.6,1035540
08/07/2016,43.6,43.4,44.4,43.4,1594930
07/07/2016,43.3,42.7,43.9,42.4,1592870
06/07/2016,42.3,42.1,42.5,41.9,602040
05/07/2016,42.2,42.5,42.7,42.2,791050
04/07/2016,42.5,42,42.7,42,863920
01/07/2016,41.9,42,42.3,41.8,579110
30/06/2016,41.8,42.5,42.6,41.8,669690
29/06/2016,42,41.1,42.5,41.1,1250570
28/06/2016,41.2,41.2,41.4,41,328400
27/06/2016,41.2,40.9,41.4,40.2,587560
